142;142;9,90818200000001
142;274;10,739073000000019
142;538;9,603071
142;1066;19,562571000000048
142;2124;14,197000000000003
142;4241;81,99326200000007
142;8471;83,68257000000006
142;16931;104,29763500000001
274;142;1,5045619999999644
274;274;3,798028000000045
274;538;7,972545999999966
274;1066;27,991850999999997
274;2124;52,541635999999926
274;4241;73,24114300000008
274;8471;89,29073799999992
274;16931;201,07526000000007
538;142;3,3025719999998273
538;274;8,667676999999912
538;538;27,025665000000117
538;1066;30,754179999999906
538;2124;36,459851999999955
538;4241;89,0220159999999
538;8471;244,22749699999986
538;16931;440,49049200000013
1066;142;50,133871
1066;274;13,651159000000007
1066;538;21,620438999999806
1066;1066;41,87954099999979
1066;2124;85,7530340000003
1066;4241;223,0171379999997
1066;8471;445,0685589999998
1066;16931;880,3917550000001
2124;142;11,073577000000114
2124;274;19,002268000000186
2124;538;52,54350300000078
2124;1066;90,78923500000019
2124;2124;209,1037890000007
2124;4241;508,50415800000064
2124;8471;877,2314749999996
2124;16931;1850,1661560000002
4241;142;27,82390000000032
4241;274;42,71323099999972
4241;538;166,64341799999966
4241;1066;221,12022399999933
4241;2124;466,053582999999
4241;4241;1088,5176960000008
4241;8471;1765,1460400000014
4241;16931;3760,5259860000006
8471;142;62,448419000000285
8471;274;103,69534399999975
8471;538;212,41709199999968
8471;1066;513,3103589999992
8471;2124;887,5240789999989
8471;4241;2095,3243809999985
8471;8471;3911,720234999997
8471;16931;10516,66938
16931;142;336,7750870000018
16931;274;239,01354799999535
16931;538;495,74453899999935
16931;1066;873,4236509999973
16931;2124;1837,7214450000029
16931;4241;3914,812401000003
16931;8471;7974,669707999994
